HomeID,VisID,Season,Week,Glicko_Rating_Home,Glicko_Rating_Deviance_Home,Glicko_Sigma_Home,Glicko_Rating_Away,Glicko_Rating_Deviance_Away,Glicko_Sigma_Away
2579,344,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1662.3108939062977,290.31896371798047,0.05999967537233814
2638,68,2001,5,1500.0,253.404599204557,0.05999841754891583,1252.681928021854,253.40460245322316,0.060000075109031
2751,328,2001,5,1500.0,253.404599204557,0.05999841754891583,1252.681928021854,253.40460245322316,0.060000075109031
183,2,2001,5,1400.124734773858,227.73539941351623,0.059998353180856404,1747.318071978146,253.40460245322316,0.060000075109031
2439,12,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1747.318071978146,253.40460245322316,0.060000075109031
55,2032,2001,5,1500.0,350.15516610002004,0.06,1252.681928021854,253.40460245322316,0.060000075109031
2426,103,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1500.0,253.404599204557,0.05999841754891583
309,2572,2001,5,1500.0,253.404599204557,0.05999841754891583,1662.3108939062977,290.31896371798047,0.05999967537233814
257,238,2001,5,1337.6891060937023,290.31896371798047,0.05999967537233814,1252.681928021854,253.40460245322316,0.060000075109031
2711,130,2001,5,1500.0,253.404599204557,0.05999841754891583,1500.0,253.404599204557,0.05999841754891583
245,197,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1500.0,253.404599204557,0.05999841754891583
2509,2006,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1500.0,253.404599204557,0.05999841754891583
96,57,2001,5,1500.0,253.404599204557,0.05999841754891583,1747.318071978146,253.40460245322316,0.060000075109031
8,333,2001,5,1500.0,253.404599204557,0.05999841754891583,1500.0,253.404599204557,0.05999841754891583
259,164,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1500.0,253.404599204557,0.05999841754891583
2433,2393,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1747.318071978146,253.40460245322316,0.060000075109031
30,2483,2001,5,1500.0,253.404599204557,0.05999841754891583,1747.318071978146,253.40460245322316,0.060000075109031
2534,2459,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1500.0,253.404599204557,0.05999841754891583
153,52,2001,5,1200.374196226264,227.73540249000166,0.06000051574775676,1747.318071978146,253.40460245322316,0.060000075109031
264,70,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1252.681928021854,253.40460245322316,0.060000075109031
251,248,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1337.6891060937023,290.31896371798047,0.05999967537233814
2655,2116,2001,5,1200.374196226264,227.73540249000166,0.06000051574775676,1252.681928021854,253.40460245322316,0.060000075109031
2466,2628,2001,5,1500.0,350.15516610002004,0.06,1599.875265226142,227.73539941351623,0.059998353180856404
21,36,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1500.0,253.404599204557,0.05999841754891583
24,9,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1662.3108939062977,290.31896371798047,0.05999967537233814
277,2309,2001,5,1500.0,253.404599204557,0.05999841754891583,1500.0,253.404599204557,0.05999841754891583
97,356,2001,5,1799.625803773736,227.73540249000166,0.06000051574775676,1747.318071978146,253.40460245322316,0.060000075109031
2649,2117,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1500.0,253.404599204557,0.05999841754891583
77,150,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1252.681928021854,253.40460245322316,0.060000075109031
195,66,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1662.3108939062977,290.31896371798047,0.05999967537233814
166,2306,2001,5,1200.374196226264,227.73540249000166,0.06000051574775676,1662.3108939062977,290.31896371798047,0.05999967537233814
41,2084,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1252.681928021854,253.40460245322316,0.060000075109031
2440,62,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1662.3108939062977,290.31896371798047,0.05999967537233814
26,194,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1662.3108939062977,290.31896371798047,0.05999967537233814
2460,2050,2001,5,1337.6891060937023,290.31896371798047,0.05999967537233814,1252.681928021854,253.40460245322316,0.060000075109031
265,25,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1252.681928021854,253.40460245322316,0.060000075109031
275,213,2001,5,1400.124734773858,227.73539941351623,0.059998353180856404,1337.6891060937023,290.31896371798047,0.05999967537233814
2729,151,2001,5,1500.0,350.15516610002004,0.06,1500.0,253.404599204557,0.05999841754891583
282,2199,2001,5,1337.6891060937023,290.31896371798047,0.05999967537233814,1500.0,253.404599204557,0.05999841754891583
167,239,2001,5,1500.0,253.404599204557,0.05999841754891583,1662.3108939062977,290.31896371798047,0.05999967537233814
58,235,2001,5,1500.0,253.404599204557,0.05999841754891583,1500.0,253.404599204557,0.05999841754891583
193,2132,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1500.0,253.404599204557,0.05999841754891583
87,127,2001,5,1337.6891060937023,290.31896371798047,0.05999967537233814,1662.3108939062977,290.31896371798047,0.05999967537233814
254,84,2001,5,1500.0,253.404599204557,0.05999841754891583,1337.6891060937023,290.31896371798047,0.05999967537233814
202,278,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1799.625803773736,227.73540249000166,0.06000051574775676
154,120,2001,5,1747.318071978146,253.40460245322316,0.060000075109031,1747.318071978146,253.40460245322316,0.060000075109031
349,5,2001,5,1337.6891060937023,290.31896371798047,0.05999967537233814,1500.0,253.404599204557,0.05999841754891583
2641,249,2001,5,1662.3108939062977,290.31896371798047,0.05999967537233814,1252.681928021854,253.40460245322316,0.060000075109031
218,189,2001,5,1500.0,253.404599204557,0.05999841754891583,1747.318071978146,253.40460245322316,0.060000075109031
258,228,2001,5,1500.0,253.404599204557,0.05999841754891583,1747.318071978146,253.40460245322316,0.060000075109031
2567,152,2001,5,1252.681928021854,253.40460245322316,0.060000075109031,1662.3108939062977,290.31896371798047,0.05999967537233814
2305,38,2001,5,1500.0,253.404599204557,0.05999841754891583,1599.875265226142,227.73539941351623,0.059998353180856404
221,2390,2001,6,1466.3756844241125,201.75153032729887,0.05999620351506945,1828.2841953606735,215.24077799245586,0.059998948827201554
2641,251,2001,6,1773.6524322058367,231.54628250977575,0.059998623898917164,1810.4415909658233,219.5143787114906,0.059998878628227705
58,249,2001,6,1426.7946233535235,180.66251906348342,0.05999582585373739,1174.47981616147,211.78653382155397,0.05999876027581799
202,2638,2001,6,1623.8918912039242,225.55046966093917,0.05999784253619587,1351.7155367088262,187.9105126205021,0.059997725990887034
154,52,2001,6,1728.7110346097247,193.8353146004221,0.05999747536007099,1624.1648851563777,210.63530300710246,0.059999603590623764
164,41,2001,6,1458.4995758665718,193.15190177010135,0.05999592744408991,1118.0351809087636,201.4440224768612,0.05999952240639065
2348,278,2001,6,1453.5340967972477,202.73642256842487,0.059996343983809916,1930.2720236436244,172.49893107848624,0.05999973932444051
98,275,2001,6,1500.0,350.31026347091984,0.06,1493.7275315263319,171.87124953278584,0.05999629154938153
26,204,2001,6,1892.0660346243553,191.0745372133309,0.05999939952387743,1500.0,210.9898979522731,0.05999646759356348
2439,252,2001,6,1159.0548543353168,206.88006026829487,0.059998818985652104,1841.5388270423418,206.91852099121746,0.059999399621562255
158,142,2001,6,1925.9615504645828,171.2062981797066,0.05999960632361524,1500.0,208.28067886113416,0.05999635576823657
2711,2199,2001,6,1431.5523128123446,187.91050767413583,0.05999602249186096,1407.9118837173826,191.4585284271783,0.05999652861639794
153,152,2001,6,1327.3365968913115,200.71033448547144,0.060001184258975056,1748.2242890316006,241.67306849570735,0.05999861110793197
61,8,2001,6,1500.0,208.28067886113416,0.05999635576823657,1420.131407735411,188.7055123430556,0.059996218723689924
264,25,2001,6,1773.6524322058367,231.54628250977575,0.059998623898917164,1193.4973740720416,220.50540602914188,0.05999887412901988
2582,2655,2001,6,1500.0,350.31026347091984,0.06,1083.2173408141903,182.1131366510172,0.0599997493704331
213,2294,2001,6,1204.1864275432592,226.10133990028493,0.05999879172130819,1820.960675374229,217.80836256348604,0.05999894681960302
276,189,2001,6,1513.0711934581275,207.2131858925906,0.05999632892382081,1854.6291382673355,200.6772588165929,0.059998840808239515
193,2050,2001,6,1326.018866202535,200.6772566794639,0.05999823653528136,1123.1565610781622,198.35046311770546,0.05999926741294144
2649,2459,2001,6,1871.8193582039391,193.1519124140062,0.059998941356559095,1639.3744229234649,187.9105118877714,0.05999747364585707
2628,248,2001,6,1541.9582381262169,174.46635568127093,0.059995611736289076,1244.8229711841832,235.32915857381877,0.05999850912551208
66,239,2001,6,1748.2242890316006,241.67306849570735,0.05999861110793197,1773.6524322058367,231.54628250977575,0.059998623898917164
103,349,2001,6,1568.4476871876554,187.91050767413583,0.05999602249186096,1196.4729098399803,219.865536545972,0.05999875386235603
259,2116,2001,6,1854.6291382673355,200.6772588165929,0.059998840808239515,1254.4597502148094,190.5770151312779,0.059997318273458194
201,2306,2001,6,1861.2202600113392,199.2436202024835,0.05999923672454394,1768.6404506505198,233.80348454672605,0.05999862157819851
254,167,2001,6,1552.3923726142675,192.29962271621267,0.059995995780127424,1479.3149255353233,187.12546627367936,0.05999557441711647
70,68,2001,6,1181.8557608936858,216.20809964867044,0.0599988383724538,1361.7648998252635,209.15680044750906,0.059999220735120554
2466,197,2001,6,1715.4446553774153,274.1486108940042,0.059999969067404534,1489.8903625286923,187.91050636417444,0.059995571340904226
59,228,2001,6,1859.4364013236636,199.2669721320173,0.05999920546536133,1648.9571295329479,206.8800606150422,0.0599989084709622
23,9,2001,6,1168.2360566410593,211.75523474419552,0.059998858960127674,1582.123749161175,231.16313252359149,0.05999827247872434
238,2,2001,6,1289.7121341404493,198.35045793768475,0.05999775061070466,1650.0536249990994,203.77940927296103,0.05999876198055336
258,150,2001,6,1567.6225892165212,187.49369036873563,0.059995996035380965,1171.0498761573717,210.28383071810595,0.059998751805843714
77,127,2001,6,1736.4626543919585,245.3112600424578,0.05999860476576023,1783.1862661874843,228.47940306469886,0.05999866983136995
2633,99,2001,6,1831.7639433589407,211.75523474419552,0.059998858960127674,1788.6926539502701,230.7146716411481,0.059999151363726785
245,87,2001,6,1860.1957985411416,198.66375075813085,0.059998882323037996,1261.4626509971667,246.08659815658876,0.059998644401709995
2572,5,2001,6,1803.5270901600197,219.865536545972,0.05999875386235603,1563.0941775256597,191.45852706680154,0.05999608567327607
21,2005,2001,6,1351.0428704670524,206.8800606150422,0.0599989084709622,1521.4102686612505,208.53401463051006,0.05999641129150887
2579,333,2001,6,1876.8434389218378,198.35046311770546,0.05999926741294144,1579.868592264589,188.7055123430556,0.059996218723689924
344,57,2001,6,1645.2780589134024,217.59793341390167,0.05999757315831627,1854.6291382673355,200.6772588165929,0.059998840808239515
194,84,2001,6,1645.2780589134024,217.59793341390167,0.05999757315831627,1216.8137338125157,228.47940306469886,0.05999866983136995
2751,36,2001,6,1552.3923726142675,192.29962271621267,0.059995995780127424,1356.0751217362842,188.28339831354953,0.05999761437853327
183,151,2001,6,1519.3906432469726,176.57359781149964,0.0599973624373014,1565.64892922035,194.38851529210777,0.059996229347380116
265,12,2001,6,1810.507542199503,218.81087854234192,0.05999884908703315,1810.507542199503,218.81087854234192,0.05999884908703315
2117,2084,2001,6,1459.2240599703719,191.45852636591476,0.05999585746097743,1279.1307918394123,195.70418132615038,0.059997581817206616
24,30,2001,6,1834.7271193311,219.53741887863447,0.0599993053108697,1447.6076273857325,192.29962271621267,0.059995995780127424
235,97,2001,6,1578.5367011009555,187.1254678939599,0.05999613949415185,1774.0394394790387,180.684125793736,0.05999769989022169
