HomeID,VisID,Season,Week,CTMC_Rating_Home,CTMC_Rating_Away
2579,344,2001,5,0.008361959053668698,0.008492861693350456
2638,68,2001,5,0.0080293553985253,0.006185937420964182
2751,328,2001,5,0.007379443124355943,0.006632600056827021
183,2,2001,5,0.006749985908535575,0.0090217998618348
2439,12,2001,5,0.006913367702286129,0.007818169508319634
2426,103,2001,5,0.004962687374183288,0.00776315306905762
309,2572,2001,5,0.006880485205619712,0.007830425709279618
257,238,2001,5,0.007323556232554838,0.007119685605891065
2711,130,2001,5,0.007363359267544178,0.007784041906511307
245,197,2001,5,0.008220529647873107,0.007484429776686576
2509,2006,2001,5,0.007646978210223377,0.006845573439532686
96,57,2001,5,0.006587901938796598,0.010658502568915238
8,333,2001,5,0.007101420482251526,0.0075101883378464775
259,164,2001,5,0.01051648455460202,0.005502379328013653
2433,2393,2001,5,0.005360260520977774,0.008729676798866763
30,2483,2001,5,0.007550614854249606,0.008071100890515636
2534,2459,2001,5,0.007705209439850195,0.007432798793493811
153,52,2001,5,0.006047906365922572,0.009976923529362304
264,70,2001,5,0.007705585012784528,0.006213870033086937
251,248,2001,5,0.009692007886366826,0.006955559178160853
2655,2116,2001,5,0.005537378822694984,0.006649465215839104
21,36,2001,5,0.005783622921497035,0.00679472790883991
24,9,2001,5,0.008251517074071353,0.008609886865924751
277,2309,2001,5,0.007025722634664576,0.006098414359543996
97,356,2001,5,0.009703703891963577,0.008451003107568958
2649,2117,2001,5,0.010098286465324631,0.007349254245032499
77,150,2001,5,0.007709143440014197,0.005871064851064688
166,2306,2001,5,0.005812731019145514,0.007628253812058898
41,2084,2001,5,0.005548166927093405,0.005365233107907339
26,194,2001,5,0.008645873066645549,0.008005611370725559
265,25,2001,5,0.00915576842497881,0.005817156342564432
275,213,2001,5,0.0073638331227021524,0.006381786120324516
167,239,2001,5,0.007928421025932747,0.00825081848493419
58,235,2001,5,0.007806124438431991,0.007688692546291941
193,2132,2001,5,0.00615027123276915,0.007319598617392228
87,127,2001,5,0.0068392817435929025,0.008063707382781319
154,120,2001,5,0.007974242224374985,0.009902357208936485
349,5,2001,5,0.007255645394606608,0.007479707072676407
2641,249,2001,5,0.00807966623209294,0.0059513848019377095
218,189,2001,5,0.006661187308625064,0.009351922118630255
258,228,2001,5,0.007057132741052064,0.00857554496625195
2305,38,2001,5,0.007529180592768103,0.0094534431157635
221,2390,2001,6,0.007505875934916148,0.00949486973257772
2641,251,2001,6,0.00798744263127448,0.009298459975459156
58,249,2001,6,0.006975066302646778,0.00505494769197167
202,2638,2001,6,0.007796255396640864,0.006489514413188129
154,52,2001,6,0.007295768951738706,0.0075414679281196485
164,41,2001,6,0.004239948787863496,0.004922211150729159
2348,278,2001,6,0.007328702170322904,0.00874475476056439
26,204,2001,6,0.008195360135755147,0.006243991337247787
2439,252,2001,6,0.006108104919109574,0.00921805537942095
158,142,2001,6,0.010126649183860912,0.008833031174156607
2711,2199,2001,6,0.006384841152081006,0.005244244505074182
153,152,2001,6,0.006655339211047685,0.00761719309763158
61,8,2001,6,0.007437490234776116,0.005910651336591357
264,25,2001,6,0.00860692490298339,0.005130431621029465
213,2294,2001,6,0.0056040125733570895,0.009343298515741214
276,189,2001,6,0.006643532662360913,0.008908203207204021
193,2050,2001,6,0.005986190667422229,0.005335253967108211
2649,2459,2001,6,0.009547216860358363,0.007657090047226246
2628,248,2001,6,0.007317882111373526,0.005983261973117446
66,239,2001,6,0.008259299605814932,0.007701534176444424
103,349,2001,6,0.0074411374289961385,0.005127663956741021
259,2116,2001,6,0.010786506495783848,0.006241404368056059
201,2306,2001,6,0.009459345679234494,0.008866334044297878
254,167,2001,6,0.006460319014144847,0.007180155105091766
70,68,2001,6,0.0047751332063888,0.006565029408471164
2466,197,2001,6,0.007042987780447998,0.006491610372308485
59,228,2001,6,0.009752721674880779,0.007665855621336266
23,9,2001,6,0.005500004637408645,0.00710717119129942
238,2,2001,6,0.006822948754296883,0.007408139843666976
